scientificName	family	nomenclaturalStatus	kingdom	scientificNameAuthorship	taxonKey	count(eea_cell_code)
Arnoseris minima (L.) Schweigg. & Körte	Asteraceae		Plantae	Schweigg. & Körte (L.)	3087403	36
Tagetes minuta L.	Asteraceae		Plantae	L.	3088481	3
Tagetes erecta L.	Asteraceae		Plantae	L.	3088488	25
Guizotia scabra (Vis.) Chiov.	Asteraceae		Plantae	Chiov. (Vis.)	3088623	1
Xanthium orientale L.	Asteraceae		Plantae	L.	3089146	49
Xanthium spinosum L.	Asteraceae		Plantae	L.	3089150	5
Xanthium strumarium L.	Asteraceae		Plantae	L.	3089154	144
Silphium perfoliatum L.	Asteraceae		Plantae	L.	3092576	1
Soliva sessilis Ruiz & Pav.	Asteraceae		Plantae	Ruiz & Pav.	3092691	37
Callistephus chinensis (L.) Nees	Asteraceae		Plantae	Nees (L.)	3092946	5
Picris hieracioides L.	Asteraceae		Plantae	L.	3093337	1029
Hypochaeris maculata L.	Asteraceae		Plantae	L.	3093693	1
Symphyotrichum subulatum (Michx.) G.L.Nesom	Asteraceae		Plantae	G.L.Nesom (Michx.)	3094253	4
Onopordum acanthium L.	Asteraceae		Plantae	L.	3094900	402
Onopordum tauricum Willd.	Asteraceae		Plantae	Willd.	3094939	2
Pulicaria dysenterica (L.) Bernh.	Asteraceae		Plantae	Bernh. (L.)	3095609	8145
Tripolium pannonicum (Jacq.) Dobrocz.	Asteraceae		Plantae	Dobrocz. (Jacq.)	3098616	1531
Shinnersia rivularis (A.Gray) R.M.King & H.Rob.	Asteraceae		Plantae	R.M.King & H.Rob. (A.Gray)	3099650	1
Dittrichia graveolens (L.) Greuter	Asteraceae		Plantae	Greuter (L.)	3101193	158
Anthemis arvensis L.	Asteraceae		Plantae	L.	3102781	143
Anthemis ruthenica M.Bieb.	Asteraceae		Plantae	M.Bieb.	3102823	8
Xerochrysum bracteatum (Vent.) Tzvelev	Asteraceae		Plantae	Tzvelev (Vent.)	3102871	3
Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz	Asteraceae		Plantae	Sch.Bip. & F.W.Schultz (L.)	3103192	934
Matricaria discoidea DC.	Asteraceae		Plantae	DC.	3103791	8250
Tripleurospermum maritimum (L.) Koch	Asteraceae		Plantae	Koch (L.)	3104173	2681
Tripleurospermum inodorum (L.) Sch.-Bip	Asteraceae		Plantae	Sch.-Bip (L.)	3104179	3098
Liatris spicata (L.) Willd.	Asteraceae		Plantae	Willd. (L.)	3104314	3
Argyranthemum frutescens (L.) Sch.Bip.	Asteraceae		Plantae	Sch.Bip. (L.)	3104491	1
Ambrosia trifida L.	Asteraceae		Plantae	L.	3110588	16
Ambrosia psilostachya DC.	Asteraceae		Plantae	DC.	3110686	24
Cladanthus mixtus (L.) Chevall.	Asteraceae		Plantae	Chevall. (L.)	3110767	14
Scorzonera hispanica L.	Asteraceae		Plantae	L.	3110905	48
Scorzonera humilis L.	Asteraceae		Plantae	L.	3111049	96
Cotula coronopifolia L.	Asteraceae		Plantae	L.	3112110	254
Cynara scolymus L.	Asteraceae		Plantae	L.	3112361	18
Cynara cardunculus L.	Asteraceae		Plantae	L.	3112364	8
Gazania linearis (Thunb.) Druce	Asteraceae		Plantae	Druce (Thunb.)	3112491	1
Cirsium eriophorum (L.) Scop.	Asteraceae		Plantae	Scop. (L.)	3112620	17
Cirsium vulgare (Savi) Ten.	Asteraceae		Plantae	Ten. (Savi)	3112801	12973
Cirsium palustre (L.) Scop.	Asteraceae		Plantae	Scop. (L.)	3113239	10894
Cirsium rivulare (Jacq.) All.	Asteraceae		Plantae	All. (Jacq.)	3113637	6
Cirsium oleraceum (L.) Scop.	Asteraceae		Plantae	Scop. (L.)	3113650	4922
Gutenbergia rueppellii Sch.Bip.	Asteraceae		Plantae	Sch.Bip.	3113852	1
Carduus tenuiflorus Curtis	Asteraceae		Plantae	Curtis	3114627	253
Carduus acanthoides L.	Asteraceae		Plantae	L.	3114643	182
Carduus crispus L.	Asteraceae		Plantae	L.	3114649	1430
Carduus pycnocephalus L.	Asteraceae		Plantae	L.	3114667	12
Arctotheca calendula (L.) Levyns	Asteraceae		Plantae	Levyns (L.)	3114986	13
Filago vulgaris Lam.	Asteraceae		Plantae	Lam.	3115858	211
Bellis perennis L.	Asteraceae		Plantae	L.	3117424	13647
Erigeron annuus (L.) Pers.	Asteraceae		Plantae	Pers. (L.)	3117449	2143
Tanacetum balsamita L.	Asteraceae		Plantae	L.	3118254	1
Tanacetum vulgare L.	Asteraceae		Plantae	L.	3118274	13365
Achillea nobilis L.	Asteraceae		Plantae	L.	3120024	12
Achillea millefolium L.	Asteraceae		Plantae	L.	3120060	17410
Achillea virescens (Fenzl) Heimerl	Asteraceae		Plantae	Heimerl (Fenzl)	3120197	1
Achillea distans Waldst. & Kit. ex Willd.	Asteraceae		Plantae	Waldst. & Kit. ex Willd.	3120264	1
Achillea filipendulina Lam.	Asteraceae		Plantae	Lam.	3120284	68
Achillea ptarmica L.	Asteraceae		Plantae	L.	3120333	4185
Achillea ageratum L.	Asteraceae		Plantae	L.	3120391	1
Notobasis syriaca (L.) Cass.	Asteraceae		Plantae	Cass. (L.)	3122323	2
Pilosella stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.	Asteraceae		Plantae	F.W.Schultz & Sch.Bip. (Waldst. & Kit.)	3123249	1
Pilosella caespitosa (Dumort.) P.D.Sell & C.West	Asteraceae		Plantae	P.D.Sell & C.West (Dumort.)	3123663	39
Santolina chamaecyparissus L.	Asteraceae		Plantae	L.	3125933	2
Tephroseris palustris (L.) Schrenk ex Rchb.	Asteraceae		Plantae	Schrenk ex Rchb. (L.)	3131015	198
Helichrysum petiolare Hilliard & B.L.Burtt	Asteraceae		Plantae	Hilliard & B.L.Burtt	3131367	4
Scorzoneroides autumnalis (L.) Moench	Asteraceae		Plantae	Moench (L.)	3133512	4559
Coreopsis verticillata L.	Asteraceae		Plantae	L.	3133887	7
Coreopsis grandiflora Hogg ex Sweet	Asteraceae		Plantae	Hogg ex Sweet	3133927	4
Coreopsis lanceolata L.	Asteraceae		Plantae	L.	3133938	48
Coreopsis tinctoria Nutt.	Asteraceae		Plantae	Nutt.	3133950	39
Catananche caerulea L.	Asteraceae		Plantae	L.	3134867	1
Hieracium laevigatum Willd.	Asteraceae		Plantae	Willd.	3135064	562
Hieracium umbellatum L.	Asteraceae		Plantae	L.	3135329	5560
Hieracium amplexicaule L.	Asteraceae		Plantae	L.	3136320	47
Hieracium sabaudum L.	Asteraceae		Plantae	L.	3136606	1337
Anaphalis triplinervis (Sims) C.B.Clarke	Asteraceae		Plantae	C.B.Clarke (Sims)	3136929	1
Leontodon hispidus L.	Asteraceae		Plantae	L.	3137498	583
Eutrochium purpureum (L.) E.E.Lamont	Asteraceae		Plantae	E.E.Lamont (L.)	3138192	6
Eutrochium maculatum (L.) E.E.Lamont	Asteraceae		Plantae	E.E.Lamont (L.)	3138195	12
Cicerbita plumieri (L.) Kirschl.	Asteraceae		Plantae	Kirschl. (L.)	3140264	1
Cicerbita macrophylla (Willd.) Wallr.	Asteraceae		Plantae	Wallr. (Willd.)	3140450	4
Glebionis segetum (L.) Fourr.	Asteraceae		Plantae	Fourr. (L.)	3141101	992
Doronicum pardalianches L.	Asteraceae		Plantae	L.	3142951	10
Doronicum orientale Hoffm.	Asteraceae		Plantae	Hoffm.	3142967	2
Doronicum columnae Ten.	Asteraceae		Plantae	Ten.	3143034	4
Brachyscome iberidifolia Benth.	Asteraceae		Plantae	Benth.	3144603	1
Silybum marianum (L.) Gaertn.	Asteraceae		Plantae	Gaertn. (L.)	3145214	463
Grindelia squarrosa (Pursh) Dunal	Asteraceae		Plantae	Dunal (Pursh)	3146219	4
Erigeron strigosus Muhl. ex Willd.	Asteraceae		Plantae	Muhl. ex Willd.	3146632	122
Erigeron sumatrensis Retz.	Asteraceae		Plantae	Retz.	3146683	1725
Erigeron bonariensis L.	Asteraceae		Plantae	L.	3146717	131
Erigeron canadensis L.	Asteraceae		Plantae	L.	3146791	10271
Erigeron floribundus (Kunth) Sch.Bip.	Asteraceae		Plantae	Sch.Bip. (Kunth)	3147018	296
Erigeron acris L.	Asteraceae		Plantae	L.	3147080	581
Erigeron daveauanus (Sennen) Greuter	Asteraceae		Plantae	Greuter (Sennen)	3147094	2
Erigeron speciosus (Lindl.) DC.	Asteraceae		Plantae	DC. (Lindl.)	3147146	1
Erigeron karvinskianus DC.	Asteraceae		Plantae	DC.	3147168	475
Erigeron acer L.	Asteraceae		Plantae	L.	3147223	448
Verbesina alternifolia (L.) Britton ex Kearney	Asteraceae		Plantae	Britton ex Kearney (L.)	3147815	6
Inula helenium L.	Asteraceae		Plantae	L.	3148340	120
Tussilago farfara L.	Asteraceae		Plantae	L.	3149879	8986
Symphyotrichum tradescantii (L.) G.L.Nesom	Asteraceae		Plantae	G.L.Nesom (L.)	3151474	2
Symphyotrichum novae-angliae (L.) G.L.Nesom	Asteraceae		Plantae	G.L.Nesom (L.)	3151618	16
Symphyotrichum ciliatum (Ledeb.) G.L.Nesom	Asteraceae		Plantae	G.L.Nesom (Ledeb.)	3151692	2
Symphyotrichum ×salignum (Willd.) G.L.Nesom	Asteraceae		Plantae	G.L.Nesom (Willd.)	3151811	7
Tilia americana L.	Malvaceae		Plantae	L.	3152042	1
Tilia petiolaris DC.	Malvaceae		Plantae	DC.	3152043	1
Tilia ×europaea L.	Malvaceae		Plantae	L.	3152046	157
Tilia cordata Mill.	Malvaceae		Plantae	Mill.	3152047	519
Tilia platyphyllos Scop.	Malvaceae		Plantae	Scop.	3152048	975
Corchorus olitorius L.	Malvaceae		Plantae	L.	3152084	1
Malvastrum coromandelianum (L.) Garcke	Malvaceae		Plantae	Garcke (L.)	3152268	2
Malva alcea L.	Malvaceae		Plantae	L.	3152365	484
Malva nicaeensis All.	Malvaceae		Plantae	All.	3152367	12
Malva pusilla Sm.	Malvaceae		Plantae	Sm.	3152372	115
Malva neglecta Wallr.	Malvaceae		Plantae	Wallr.	3152373	2021
Malva sylvestris L.	Malvaceae		Plantae	L.	3152374	4923
Malva verticillata L.	Malvaceae		Plantae	L.	3152377	64
Malva parviflora L.	Malvaceae		Plantae	L.	3152378	69
Malva moschata L.	Malvaceae		Plantae	L.	3152379	2503
Hibiscus acetosella Welw. ex Hiern	Malvaceae		Plantae	Welw. ex Hiern	3152551	1
Hibiscus trionum L.	Malvaceae		Plantae	L.	3152560	27
Hibiscus sabdariffa L.	Malvaceae		Plantae	L.	3152582	1
Hibiscus syriacus L.	Malvaceae		Plantae	L.	3152583	99
Liriodendron tulipifera L.	Magnoliaceae		Plantae	L.	3152861	70
Phyteuma orbiculare L.	Campanulaceae		Plantae	L.	3166655	1
Phyteuma spicatum L.	Campanulaceae		Plantae	L.	3166841	229
Phyteuma nigrum F.W.Schmidt	Campanulaceae		Plantae	F.W.Schmidt	3166917	175
Euonymus europaeus L.	Celastraceae		Plantae	L.	3169131	3076
Euonymus fortunei (Turcz.) Hand.-Mazz.	Celastraceae		Plantae	Hand.-Mazz. (Turcz.)	3169137	91
Trachelospermum jasminoides (Lindl.) Lem.	Apocynaceae		Plantae	Lem. (Lindl.)	3169713	2
Kickxia elatine (L.) Dumort.	Plantaginaceae		Plantae	Dumort. (L.)	3170819	394
Mazus miquelii Makino	Mazaceae		Plantae	Makino	3171302	1
Mazus pumilus (Burm.fil.) Steenis	Mazaceae		Plantae	Steenis (Burm.fil.)	3171304	8
Chaenorhinum minus (L.) Lange	Plantaginaceae		Plantae	Lange (L.)	3171669	1603
Pedicularis sylvatica L.	Orobanchaceae		Plantae	L.	3171712	1097
Lindernia dubia (L.) Pennell	Linderniaceae		Plantae	Pennell (L.)	3171888	147
Gratiola officinalis L.	Plantaginaceae		Plantae	L.	3171915	13
Verbascum densiflorum Bertol.	Scrophulariaceae		Plantae	Bertol.	3171939	428
Verbascum pulverulentum Vill.	Scrophulariaceae		Plantae	Vill.	3171941	14
Verbascum blattaria L.	Scrophulariaceae		Plantae	L.	3171943	324
Verbascum nigrum L.	Scrophulariaceae		Plantae	L.	3171945	1911
Verbascum lychnitis L.	Scrophulariaceae		Plantae	L.	3171947	145
Verbascum phlomoides L.	Scrophulariaceae		Plantae	L.	3171948	296
Verbascum thapsus L.	Scrophulariaceae		Plantae	L.	3171949	3267
Verbascum phoeniceum L.	Scrophulariaceae		Plantae	L.	3171951	8
Verbascum speciosum Schrad.	Scrophulariaceae		Plantae	Schrad.	3171952	29
Verbascum virgatum Stokes	Scrophulariaceae		Plantae	Stokes	3171954	27
Euphrasia nemorosa (Pers.) Wallr.	Orobanchaceae		Plantae	Wallr. (Pers.)	3171964	6
Euphrasia tetraquetra (Bréb.) Arrond.	Orobanchaceae		Plantae	Arrond. (Bréb.)	3171984	93
Antirrhinum majus L.	Plantaginaceae		Plantae	L.	3172001	344
Rhinanthus minor L.	Orobanchaceae		Plantae	L.	3172043	1784
Veronica arvensis L.	Plantaginaceae		Plantae	L.	3172048	6398
Veronica officinalis L.	Plantaginaceae		Plantae	L.	3172049	3804
Veronica serpyllifolia L.	Plantaginaceae		Plantae	L.	3172057	4899
Veronica spicata L.	Plantaginaceae		Plantae	L.	3172059	31
Veronica beccabunga L.	Plantaginaceae		Plantae	L.	3172062	3791
Veronica cymbalaria Bodard	Plantaginaceae		Plantae	Bodard	3172068	10
Veronica hederifolia L.	Plantaginaceae		Plantae	L.	3172070	4568
Veronica opaca Fr.	Plantaginaceae		Plantae	Fr.	3172071	9
Veronica scutellata L.	Plantaginaceae		Plantae	L.	3172072	1121
Veronica polita Fr.	Plantaginaceae		Plantae	Fr.	3172074	260
Veronica persica Poir.	Plantaginaceae		Plantae	Poir.	3172077	7826
Veronica agrestis L.	Plantaginaceae		Plantae	L.	3172082	929
Veronica anagallis-aquatica L.	Plantaginaceae		Plantae	L.	3172086	845
Veronica catenata Pennell	Plantaginaceae		Plantae	Pennell	3172092	1017
Veronica austriaca L.	Plantaginaceae		Plantae	L.	3172099	4
Veronica filiformis Sm.	Plantaginaceae		Plantae	Sm.	3172100	1146
Veronica peregrina L.	Plantaginaceae		Plantae	L.	3172104	1210
Veronica longifolia L.	Plantaginaceae		Plantae	L.	3172118	185
Veronica triphyllos L.	Plantaginaceae		Plantae	L.	3172119	77
Veronicastrum virginicum (L.) Farw.	Plantaginaceae		Plantae	Farw. (L.)	3172206	2
Ligustrum ovalifolium Hassk.	Oleaceae		Plantae	Hassk.	3172291	842
Ligustrum sinense Lour.	Oleaceae		Plantae	Lour.	3172294	15
Fraxinus americana L.	Oleaceae		Plantae	L.	3172327	3
Fraxinus ornus L.	Oleaceae		Plantae	L.	3172347	89
Fraxinus pennsylvanica Marshall	Oleaceae		Plantae	Marshall	3172348	46
Fraxinus excelsior L.	Oleaceae		Plantae	L.	3172358	10800
Tecoma capensis (Thunb.) Lindl.	Bignoniaceae		Plantae	Lindl. (Thunb.)	3172489	1
Lythrum portula (L.) D.A.Webb	Lythraceae		Plantae	D.A.Webb (L.)	3188743	1729
Trapa natans L.	Lythraceae		Plantae	L.	3188757	1
Circaea lutetiana L.	Onagraceae		Plantae	L.	3188794	5383
Oenothera elata Kunth	Onagraceae		Plantae	Kunth	3188829	9
Oenothera stricta Link	Onagraceae		Plantae	Link	3188830	3
Oenothera speciosa Nutt.	Onagraceae		Plantae	Nutt.	3188859	6
Oenothera oakesiana (A.Gray) S.Watson	Onagraceae		Plantae	S.Watson (A.Gray)	3188884	20
Oenothera glazioviana Micheli	Onagraceae		Plantae	Micheli	3188894	1997
Oenothera villosa Thunb.	Onagraceae		Plantae	Thunb.	3188896	6
Oenothera biennis L.	Onagraceae		Plantae	L.	3188924	1453
Oenothera pycnocarpa Atk. & Bartlett	Onagraceae		Plantae	Atk. & Bartlett	3188926	9
Actinidia chinensis Planch.	Actinidiaceae		Plantae	Planch.	3189694	57
Plantago coronopus L.	Plantaginaceae		Plantae	L.	3189739	3754
Plantago media L.	Plantaginaceae		Plantae	L.	3189747	440
Plantago maritima L.	Plantaginaceae		Plantae	L.	3189755	274
Plantago arenaria Waldst. & Kit.	Plantaginaceae		Plantae	Waldst. & Kit.	3189762	248
Plantago major L.	Plantaginaceae		Plantae	L.	3189767	12779
Aesculus pavia L.	Sapindaceae		Plantae	L.	3189807	5
Aesculus ×carnea Hayne	Sapindaceae		Plantae	Hayne	3189809	9
Aesculus hippocastanum L.	Sapindaceae		Plantae	L.	3189815	2442
Aesculus parviflora Walter	Sapindaceae		Plantae	Walter	3189828	6
Cardiospermum halicacabum L.	Sapindaceae		Plantae	L.	3189939	1
Cotinus coggygria Scop.	Anacardiaceae		Plantae	Scop.	3190522	15
Ailanthus altissima (Mill.) Swingle	Simaroubaceae		Plantae	Swingle (Mill.)	3190653	927
Drosera anglica Huds.	Droseraceae		Plantae	Huds.	3190932	1
Drosera rotundifolia L.	Droseraceae		Plantae	L.	3191030	1716
Drosera intermedia Hayne	Droseraceae		Plantae	Hayne	3191157	3076
Polygala vulgaris L.	Polygalaceae		Plantae	L.	3191374	958
Polygala serpyllifolia Hosé	Polygalaceae		Plantae	Hosé	3191414	1368
Aulacoseira ambigua (Grunow) Simonsen, 1979	Aulacoseiraceae		Chromista	Simonsen, 1979 (Grunow)	3191985	4
Fragilaria sopotensis Witkowski & Lange-Bertalot, 1993	Fragilariaceae		Chromista	Witkowski & Lange-Bertalot, 1993	3192399	1
Fragilaria vaucheriae (Kützing) J.B.Petersen, 1938	Licmophoraceae		Chromista	J.B.Petersen, 1938 (Kützing)	3192401	4
Asterionella formosa Hassall, 1850	Fragilariaceae		Chromista	Hassall, 1850	3192686	28
Synedra delicatissima W.Smith, 1853	Fragilariaceae		Chromista	W.Smith, 1853	3192810	2
Cyclotella atomus Hustedt, 1937	Stephanodiscaceae		Chromista	Hustedt, 1937	3193108	1
Cyclotella meneghiniana Kützing, 1844	Stephanodiscaceae		Chromista	Kützing, 1844	3193150	9
Cyclotella glomerata H.Bachmann, 1911	Stephanodiscaceae		Chromista	H.Bachmann, 1911	3193206	1
Cyclostephanos invisitatus (Hohn & Hellermann) Theriot, Stoermer & Håkasson, 1988	Stephanodiscaceae		Chromista	Theriot, Stoermer & Håkasson, 1988 (Hohn & Hellermann)	3193359	5
Thalassiosira pseudonana Hasle & Heimdal, 1970	Thalassiosiraceae		Chromista	Hasle & Heimdal, 1970	3193414	4
Aulacoseira italica (Ehrenberg) Simonsen, 1979	Aulacoseiraceae		Chromista	Simonsen, 1979 (Ehrenberg)	3194032	10
Aulacoseira granulata (Ehrenberg) Simonsen, 1979	Aulacoseiraceae		Chromista	Simonsen, 1979 (Ehrenberg)	3194062	7
Melosira varians C.Agardh, 1827	Melosiraceae		Chromista	C.Agardh, 1827	3194090	11
Kephyrion littorale J.W.G.Lund	Dinobryaceae		Chromista	J.W.G.Lund	3194932	2
Kephyrion sitta Pascher	Dinobryaceae		Chromista	Pascher	3194935	1
Dinobryon sociale Ehrenb.	Dinobryaceae		Chromista	Ehrenb.	3194950	1
Dinobryon sertularia Ehrenb.	Dinobryaceae		Chromista	Ehrenb.	3194959	1
Dinobryon divergens O.E.Imhof	Dinobryaceae		Chromista	O.E.Imhof	3194963	14
Dinobryon borgei Lemmerm.	Dinobryaceae		Chromista	Lemmerm.	3194967	1
Dinobryon cylindricum O.E.Imhof	Dinobryaceae		Chromista	O.E.Imhof	3194968	2
Dinobryon faculiferum (Willén) Willén	Dinobryaceae		Chromista	Willén (Willén)	3194973	2
Dinobryon suecicum Lemmerm.	Dinobryaceae		Chromista	Lemmerm.	3194974	1
Chrysococcus cordiformis Naumann	Dinobryaceae		Chromista	Naumann	3194989	2
Chrysococcus minutus (Fritsch) Nygaard	Dinobryaceae		Chromista	Nygaard (Fritsch)	3194996	5
Chrysococcus rufescens G.A.Klebs	Dinobryaceae		Chromista	G.A.Klebs	3194997	11
Mallomonas multiunca Asmund	Mallomonadaceae		Chromista	Asmund	3195069	2
Mallomonas caudata Willi Krieg.	Mallomonadaceae		Chromista	Willi Krieg.	3195081	1
Mallomonas punctifera Korshikov	Mallomonadaceae		Chromista	Korshikov	3195091	1
Mallomonas tonsurata Teiling	Mallomonadaceae		Chromista	Teiling	3195175	6
Pseudopedinella tricostata (Roukh.) H.A.Thomsen	Pedinellaceae		Chromista	H.A.Thomsen (Roukh.)	3195268	1
Bitrichia chodatii (Reverdin) Chodat	Stylococcaceae		Chromista	Chodat (Reverdin)	3195396	3
Fucus spiralis L.	Fucaceae		Chromista	L.	3196369	1
Fucus distichus L.	Fucaceae		Chromista	L.	3196454	1
Pseudostaurastrum hastatum (Reinsch) Chodat	Eustigmataceae		Chromista	Chodat (Reinsch)	3201282	1
Chrysochromulina parva Lackey	Chrysochromulinaceae		Chromista	Lackey	3202214	9
Phytophthora infestans (Mont.) de Bary	Peronosporaceae		Chromista	de Bary (Mont.)	3203716	2
Trachelomonas intermedia P.A.Dang.	Euglenaceae		Protozoa	P.A.Dang.	3208906	6
Trachelomonas armata (Ehrenb.) F.Stein	Euglenaceae		Protozoa	F.Stein (Ehrenb.)	3208921	1
Trachelomonas volvocina Ehrenb.	Euglenaceae		Protozoa	Ehrenb.	3208961	14
Trachelomonas nigra Svirenko, 1914	Euglenaceae		Protozoa	Svirenko, 1914	3209036	5
Trachelomonas planctonica Svirenko	Euglenaceae		Protozoa	Svirenko	3209173	4
Trachelomonas volvocinopsis Svirenko	Euglenaceae		Protozoa	Svirenko	3209180	8
Trachelomonas hispida (Perty) F.Stein	Euglenaceae		Protozoa	F.Stein (Perty)	3209211	2
Trachelomonas rugulosa F.Stein ex Deflandre	Euglenaceae		Protozoa	F.Stein ex Deflandre	3209330	11
Trachelomonas klebsii Deflandre	Euglenaceae		Protozoa	Deflandre	3209365	2
Euglena limnophila Lemmerm.	Euglenaceae		Protozoa	Lemmerm.	3209691	1
Euglena proxima Dangeard	Euglenaceae		Protozoa	Dangeard	3209759	1
Euglena clara Skuja	Euglenaceae		Protozoa	Skuja	3209766	3
Euglena texta (Dujard.) Hübner	Euglenaceae		Protozoa	Hübner (Dujard.)	3209800	1
Stemonitopsis hyperopta (Meyl.) Nann.-Bremek., 1975	Stemonitidaceae		Protozoa	Nann.-Bremek., 1975 (Meyl.)	3212859	2
Lycogala epidendrum (L.) Fr., 1829	Tubiferaceae		Protozoa	Fr., 1829 (L.)	3213482	1
Didymium squamulosum (Alb. & Schwein.) Fr. & Palmquist, 1818	Didymiaceae		Protozoa	Fr. & Palmquist, 1818 (Alb. & Schwein.)	3213743	9
Didymium melanospermum (Pers.) T.Macbr., 1899	Didymiaceae		Protozoa	T.Macbr., 1899 (Pers.)	3213808	1
Didymium serpula Fr., 1829	Didymiaceae		Protozoa	Fr., 1829	3213848	4
Arcyria cinerea (Bull.) Pers., 1801	Arcyriaceae		Protozoa	Pers., 1801 (Bull.)	3215045	3
Arcyria pomiformis (Leers) Rostaf., 1875	Arcyriaceae		Protozoa	Rostaf., 1875 (Leers)	3215118	2
Cyanodictyon planctonicum Barbara Meyer	Synechococcaceae		Bacteria	Barbara Meyer	3216579	3
Radiocystis geminata Skuja	Microcystaceae		Bacteria	Skuja	3216614	6
Coelosphaerium naegelianum Unger	Gomphosphaeriaceae		Bacteria	Unger	3217012	10
Gomphosphaeria lacustris Chodat	Merismopediaceae		Bacteria	Chodat	3217090	1
Limnothrix redekei (Goor) M.-E.Meffert	Pseudanabaenaceae		Bacteria	M.-E.Meffert (Goor)	3218774	4
Aphanizomenon flosaquae Ralfs ex Bornet & Flahault	Nostocaceae		Bacteria	Ralfs ex Bornet & Flahault	3219153	31
Burkholderia pyrrocinia (Imanaka et al., 1965) Vandamme et al., 1997	Burkholderiaceae		Bacteria	Vandamme et al., 1997 (Imanaka et al., 1965)	3219938	2
Burkholderia hospita Goris et al., 2003	Burkholderiaceae		Bacteria	Goris et al., 2003	3219963	3
Corallococcus coralloides (Thaxter, 1892) Reichenbach, 2007	Myxococcaceae		Bacteria	Reichenbach, 2007 (Thaxter, 1892)	3220575	1
Pseudomonas aeruginosa (Schroeter, 1872) Migula, 1900	Pseudomonadaceae		Bacteria	Migula, 1900 (Schroeter, 1872)	3223154	2
Pseudomonas pseudoalcaligenes Stanier, 1966	Pseudomonadaceae		Bacteria	Stanier, 1966	3223207	1
Alkaliphilus transvaalensis Takai et al., 2001	Natronincolaceae		Bacteria	Takai et al., 2001	3226757	3
Staphylococcus aureus Rosenbach, 1884	Staphylococcaceae		Bacteria	Rosenbach, 1884	3227657	2
Akkermansia muciniphila_A	Akkermansiaceae		Bacteria	A	3229029	4
Craterium minutum (Leers) Fr., 1829	Physaraceae		Protozoa	Fr., 1829 (Leers)	3285190	6
Hypholoma fasciculare (Huds.) P.Kumm.	Strophariaceae		Fungi	P.Kumm. (Huds.)	3293632	15
Crinipellis tomentosa (Quél.) Singer	Marasmiaceae		Fungi	Singer (Quél.)	3321355	1
Marasmius wynneae Berk. & Broome	Marasmiaceae		Fungi	Berk. & Broome	3321571	1
Flammulina velutipes (Curtis) Singer	Physalacriaceae		Fungi	Singer (Curtis)	3341441	3
Bartheletia paradoxa G.Arnaud ex Scheuer, R.Bauer, M.Lutz, Stabenth., Melnik & Grube	Bartheletiaceae		Fungi	G.Arnaud ex Scheuer, R.Bauer, M.Lutz, Stabenth., Melnik & Grube	3370634	1
Lecanora compallens Herk & Aptroot	Lecanoraceae		Fungi	Herk & Aptroot	3399513	1
Lecanora barkmaniana Aptroot & Herk	Lecanoraceae		Fungi	Aptroot & Herk	3400555	1
Papaver setigerum DC.	Papaveraceae		Plantae	DC.	3602227	1
Papaver cambricum L.	Papaveraceae		Plantae	L.	3602683	112
Oxalis exilis A.Cunn.	Oxalidaceae		Plantae	A.Cunn.	3626311	1
Helosciadium nodiflorum (L.) Koch	Apiaceae		Plantae	Koch (L.)	3631293	2579
Helosciadium inundatum (L.) Koch	Apiaceae		Plantae	Koch (L.)	3631418	245
Crithmum maritimum L.	Apiaceae		Plantae	L.	3632234	255
Tordylium maximum L.	Apiaceae		Plantae	L.	3633319	25
Thysselinum palustre (L.) Hoffm.	Apiaceae		Plantae	Hoffm. (L.)	3634395	2644
Sison segetum L.	Apiaceae		Plantae	L.	3634745	154
Bupleurum tenuissimum L.	Apiaceae		Plantae	L.	3635987	40
Hydrocotyle novae-zeelandiae DC.	Apiaceae		Plantae	DC.	3636471	5
Orlaya grandiflora (L.) Hoffm.	Apiaceae		Plantae	Hoffm. (L.)	3638282	23
Bupleurum croceum Fenzl	Apiaceae		Plantae	Fenzl	3639326	1
Ridolfia segetum (L.) Moris	Apiaceae		Plantae	Moris (L.)	3640194	17
Chaerophyllum nodosum (L.) Crantz	Apiaceae		Plantae	Crantz (L.)	3641366	1
Sison amomum L.	Apiaceae		Plantae	L.	3641433	37
Trocdaris verticillatum (L.) Raf.	Apiaceae		Plantae	Raf. (L.)	3642051	121
Chaerophyllum byzantinum Boiss.	Apiaceae		Plantae	Boiss.	3642339	1
Chaerophyllum aureum L.	Apiaceae		Plantae	L.	3642531	4
Pterostyrax hispidus Siebold & Zucc.	Styracaceae		Plantae	Siebold & Zucc.	3646556	3
Oenothera moravica V.Jehlík & Rostanski	Onagraceae		Plantae	V.Jehlík & Rostanski	3663772	7
Oenothera casimiri Rostanski	Onagraceae		Plantae	Rostanski	3664287	4
Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch	Onagraceae		Plantae	W.L.Wagner & Hoch (Engelm. & A.Gray)	3664589	26
Oenothera subterminalis R.R.Gates	Onagraceae		Plantae	R.R.Gates	3664677	23
